soc_start,title_start,soc_end,title_end,risk_start,risk_end,salarymax_start,salarymax_end,dist_all_alt,rank
47-5081.00,Helpers--Extraction Workers,49-3043.00,Rail Car Repairers,0.854632,0.878114,53771,71989,0.06171431,15
47-5081.00,Helpers--Extraction Workers,51-8099.02,Methane/Landfill Gas Generation System Technicians,0.854632,0.916986,53771,,0.061905288,16
47-5081.00,Helpers--Extraction Workers,49-3093.00,Tire Repairers and Changers,0.854632,0.907535,53771,29326,0.062686006,17
47-5081.00,Helpers--Extraction Workers,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,0.854632,0.811342,53771,38221,0.063549069,18
47-5081.00,Helpers--Extraction Workers,51-9111.00,Packaging and Filling Machine Operators and Tenders,0.854632,0.898127,53771,38221,0.063677236,19
47-5081.00,Helpers--Extraction Workers,47-2072.00,Pile-Driver Operators,0.854632,0.916224,53771,56412,0.06401983,20
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-3051.04,Biomass Power Plant Managers,0.219057,0.117782,79633,111682,0.031695362,1
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-3051.02,Geothermal Production Managers,0.219057,0.0988711,79633,111682,0.031791287,2
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-3051.06,Hydroelectric Production Managers,0.219057,0.169755,79633,,0.031982608,3
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-9199.09,Wind Energy Operations Managers,0.219057,0.165829,79633,,0.036899058,4
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-3051.00,Industrial Production Managers,0.219057,0.0832477,79633,74805,0.038147533,5
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-3051.03,Biofuels Production Managers,0.219057,0.174614,79633,,0.04253715,6
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",53-1021.01,Recycling Coordinators,0.219057,0.188101,79633,,0.048454123,7
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-3071.02,Storage and Distribution Managers,0.219057,0.181386,79633,71855,0.049128457,8
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0.219057,0.470787,79633,40409,0.050100103,9
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-3051.05,Methane/Landfill Gas Collection System Operators,0.219057,0.916986,79633,,0.051081919,10
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-3051.01,Quality Control Systems Managers,0.219057,0.390346,79633,74805,0.051685491,11
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",47-1011.03,Solar Energy Installation Managers,0.219057,0.161165,79633,,0.052198281,12
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",13-2099.03,Investment Underwriters,0.219057,0.840213,79633,,0.052356991,13
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,0.219057,0.337928,79633,129917,0.055859663,14
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.219057,0.164615,79633,88694,0.056186004,15
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-9199.08,Loss Prevention Managers,0.219057,0.0628574,79633,53748,0.059204529,16
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-9199.07,Security Managers,0.219057,0.060856,79633,,0.061132059,17
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",51-1011.00,First-Line Supervisors of Production and Operating Workers,0.219057,0.261479,79633,91743,0.061345944,18
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-9051.00,Food Service Managers,0.219057,0.380024,79633,30517,0.062697902,19
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-9131.00,Postmasters and Mail Superintendents,0.219057,0.210306,79633,58501,0.06281737,20
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",51-8099.02,Methane/Landfill Gas Generation System Technicians,0.928855,0.916986,43630,,0.025747794,1
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",17-3029.10,Fuel Cell Technicians,0.928855,0.520577,43630,,0.04375767,2
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.928855,0.896203,43630,31269,0.054688996,3
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-9061.00,Camera and Photographic Equipment Repairers,0.928855,0.910279,43630,31269,0.062278974,4
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",53-6051.01,Aviation Inspectors,0.928855,0.348248,43630,70367,0.065409628,5
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-9031.00,Home Appliance Repairers,0.928855,0.734644,43630,36530,0.067915779,6
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,0.928855,0.835693,43630,43630,0.070226829,7
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2091.00,Avionics Technicians,0.928855,0.686769,43630,70628,0.073804553,8
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2098.00,Security and Fire Alarm Systems Installers,0.928855,0.727427,43630,43630,0.074108844,9
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-9062.00,Medical Equipment Repairers,0.928855,0.594236,43630,60038,0.074653541,10
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.928855,0.751293,43630,58171,0.074796979,11
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",27-4012.00,Broadcast Technicians,0.928855,0.803497,43630,58711,0.07531946,12
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",39-3021.00,Motion Picture Projectionists,0.928855,0.93828,43630,30332,0.078833913,13
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",17-3023.01,Electronics Engineering Technicians,0.928855,0.783433,43630,60038,0.079236437,14
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-3091.00,Bicycle Repairers,0.928855,0.524675,43630,31269,0.0799547,15
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.928855,0.8506,43630,61895,0.080851305,16
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.928855,0.760157,43630,45064,0.082884074,17
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.928855,0.918053,43630,43793,0.083307604,18
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-3011.00,Aircraft Mechanics and Service Technicians,0.928855,0.510469,43630,70367,0.083506034,19
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-9021.01,Heating and Air Conditioning Mechanics and Installers,0.928855,0.509866,43630,56689,0.085176324,20
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",51-8099.02,Methane/Landfill Gas Generation System Technicians,0.852582,0.916986,,,0.032548911,1
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",17-3029.10,Fuel Cell Technicians,0.852582,0.520577,,,0.035891045,2
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-9081.00,Wind Turbine Service Technicians,0.852582,0.874697,,,0.049869877,3
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2098.00,Security and Fire Alarm Systems Installers,0.852582,0.727427,,43630,0.056362706,4
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-9052.00,Telecommunications Line Installers and Repairers,0.852582,0.643108,,58171,0.056870596,5
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",47-4099.02,Solar Thermal Installers and Technicians,0.852582,0.506979,,,0.059199878,6
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,0.852582,0.835693,,43630,0.059832236,7
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-9097.00,Signal and Track Switch Repairers,0.852582,0.898599,,83105,0.065234935,8
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers",0.852582,0.730785,,53153,0.067043492,9
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.852582,0.699903,,89102,0.06737938,10
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-9099.01,Geothermal Technicians,0.852582,0.748506,,42315,0.067631824,11
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",47-2231.00,Solar Photovoltaic Installers,0.852582,0.792388,,29182,0.068520958,12
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",47-4099.03,Weatherization Installers and Technicians,0.852582,0.796305,,29182,0.070496027,13
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.852582,0.669146,,66664,0.071891344,14
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,0.852582,0.883342,,31857,0.072014904,15
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",51-8099.04,Hydroelectric Plant Technicians,0.852582,0.748118,,,0.075349061,16
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.852582,0.874182,,83105,0.07651529,17
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",27-4012.00,Broadcast Technicians,0.852582,0.803497,,58711,0.077199199,18
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-9094.00,Locksmiths and Safe Repairers,0.852582,0.786326,,42315,0.078137881,19
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-9071.00,"Maintenance and Repair Workers, General",0.852582,0.865373,,42315,0.078160416,20
49-2021.01,Radio Mechanics,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.828085,0.631853,43630,60038,0.046281228,1
49-2021.01,Radio Mechanics,17-3029.04,Electronics Engineering Technologists,0.828085,0.588979,43630,60038,0.047747342,2
49-2021.01,Radio Mechanics,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.828085,0.760157,43630,45064,0.0478822,3
49-2021.01,Radio Mechanics,49-9062.00,Medical Equipment Repairers,0.828085,0.594236,43630,60038,0.047998351,4
49-2021.01,Radio Mechanics,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.828085,0.751293,43630,58171,0.048009418,5
49-2021.01,Radio Mechanics,49-2091.00,Avionics Technicians,0.828085,0.686769,43630,70628,0.049401781,6
49-2021.01,Radio Mechanics,17-3023.03,Electrical Engineering Technicians,0.828085,0.566094,43630,60038,0.051743584,7
49-2021.01,Radio Mechanics,17-3029.08,Photonics Technicians,0.828085,0.817114,43630,,0.057390486,8
49-2021.01,Radio Mechanics,17-3024.00,Electro-Mechanical Technicians,0.828085,0.821672,43630,60038,0.061014189,9
49-2021.01,Radio Mechanics,17-3029.07,Mechanical Engineering Technologists,0.828085,0.6391,43630,62711,0.063392369,10
49-2021.01,Radio Mechanics,17-3021.00,Aerospace Engineering and Operations Technicians,0.828085,0.282214,43630,62711,0.063693332,11
49-2021.01,Radio Mechanics,17-3029.03,Electromechanical Engineering Technologists,0.828085,0.697735,43630,60038,0.069452012,12
49-2021.01,Radio Mechanics,17-3027.01,Automotive Engineering Technicians,0.828085,0.795342,43630,,0.070315051,13
49-2021.01,Radio Mechanics,47-4021.00,Elevator Installers and Repairers,0.828085,0.57308,43630,94234,0.073564444,14
49-2021.01,Radio Mechanics,17-3024.01,Robotics Technicians,0.828085,0.601341,43630,62711,0.074656929,15
49-2021.01,Radio Mechanics,17-3029.01,Non-Destructive Testing Specialists,0.828085,0.757496,43630,72101,0.077218466,16
49-2021.01,Radio Mechanics,17-3029.02,Electrical Engineering Technologists,0.828085,0.378909,43630,60038,0.077995049,17
49-2021.01,Radio Mechanics,17-2199.08,Robotics Engineers,0.828085,0.160449,43630,80958,0.078989213,18
49-2021.01,Radio Mechanics,17-3025.00,Environmental Engineering Technicians,0.828085,0.857447,43630,54990,0.079985706,19
49-2021.01,Radio Mechanics,17-3023.01,Electronics Engineering Technicians,0.828085,0.783433,43630,60038,0.080719737,20
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2021.01,Radio Mechanics,0.751293,0.828085,58171,43630,0.048009418,1
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2091.00,Avionics Technicians,0.751293,0.686769,58171,70628,0.050142969,2
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.751293,0.631853,58171,60038,0.050517242,3
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-9062.00,Medical Equipment Repairers,0.751293,0.594236,58171,60038,0.050687688,4
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.751293,0.760157,58171,45064,0.055474694,5
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-9051.00,Electrical Power-Line Installers and Repairers,0.751293,0.278814,58171,95874,0.063581882,6
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",47-4021.00,Elevator Installers and Repairers,0.751293,0.57308,58171,94234,0.064211299,7
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-3092.00,Recreational Vehicle Service Technicians,0.751293,0.669052,58171,42315,0.065935427,8
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",17-3029.04,Electronics Engineering Technologists,0.751293,0.588979,58171,60038,0.067754384,9
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",17-3021.00,Aerospace Engineering and Operations Technicians,0.751293,0.282214,58171,62711,0.07053651,10
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",47-2111.00,Electricians,0.751293,0.754425,58171,52142,0.070790556,11
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",17-3023.03,Electrical Engineering Technicians,0.751293,0.566094,58171,60038,0.073812205,12
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.751293,0.928855,58171,43630,0.074796979,13
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",17-3024.00,Electro-Mechanical Technicians,0.751293,0.821672,58171,60038,0.07572042,14
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",17-3027.01,Automotive Engineering Technicians,0.751293,0.795342,58171,,0.076495151,15
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",51-8021.00,Stationary Engineers and Boiler Operators,0.751293,0.825656,58171,90562,0.077672475,16
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-3023.02,Automotive Specialty Technicians,0.751293,0.838205,58171,45064,0.078443183,17
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",17-3029.08,Photonics Technicians,0.751293,0.817114,58171,,0.078476889,18
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.751293,0.8506,58171,61895,0.079587862,19
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",17-3029.07,Mechanical Engineering Technologists,0.751293,0.6391,58171,62711,0.079627947,20
49-2091.00,Avionics Technicians,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.686769,0.631853,70628,60038,0.036929912,1
49-2091.00,Avionics Technicians,17-3029.08,Photonics Technicians,0.686769,0.817114,70628,,0.041129387,2
49-2091.00,Avionics Technicians,17-3027.01,Automotive Engineering Technicians,0.686769,0.795342,70628,,0.042051124,3
49-2091.00,Avionics Technicians,49-9062.00,Medical Equipment Repairers,0.686769,0.594236,70628,60038,0.042740898,4
49-2091.00,Avionics Technicians,17-3023.03,Electrical Engineering Technicians,0.686769,0.566094,70628,60038,0.04324723,5
49-2091.00,Avionics Technicians,17-3029.07,Mechanical Engineering Technologists,0.686769,0.6391,70628,62711,0.045694852,6
49-2091.00,Avionics Technicians,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.686769,0.760157,70628,45064,0.046918395,7
49-2091.00,Avionics Technicians,17-3024.00,Electro-Mechanical Technicians,0.686769,0.821672,70628,60038,0.047144913,8
49-2091.00,Avionics Technicians,17-3021.00,Aerospace Engineering and Operations Technicians,0.686769,0.282214,70628,62711,0.047282831,9
49-2091.00,Avionics Technicians,49-2021.01,Radio Mechanics,0.686769,0.828085,70628,43630,0.049401781,10
49-2091.00,Avionics Technicians,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.686769,0.751293,70628,58171,0.050142969,11
49-2091.00,Avionics Technicians,17-3029.04,Electronics Engineering Technologists,0.686769,0.588979,70628,60038,0.053206438,12
49-2091.00,Avionics Technicians,47-4021.00,Elevator Installers and Repairers,0.686769,0.57308,70628,94234,0.054508009,13
49-2091.00,Avionics Technicians,51-8021.00,Stationary Engineers and Boiler Operators,0.686769,0.825656,70628,90562,0.054948547,14
49-2091.00,Avionics Technicians,17-3029.03,Electromechanical Engineering Technologists,0.686769,0.697735,70628,60038,0.056450252,15
49-2091.00,Avionics Technicians,49-3023.02,Automotive Specialty Technicians,0.686769,0.838205,70628,45064,0.058845662,16
49-2091.00,Avionics Technicians,49-3011.00,Aircraft Mechanics and Service Technicians,0.686769,0.510469,70628,70367,0.061394962,17
49-2091.00,Avionics Technicians,17-3024.01,Robotics Technicians,0.686769,0.601341,70628,62711,0.061407646,18
49-2091.00,Avionics Technicians,47-2111.00,Electricians,0.686769,0.754425,70628,52142,0.061612114,19
49-2091.00,Avionics Technicians,17-3029.02,Electrical Engineering Technologists,0.686769,0.378909,70628,60038,0.065280089,20
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",51-2031.00,Engine and Other Machine Assemblers,0.730785,0.899539,53153,57705,0.025883298,1
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,0.730785,0.827021,53153,45064,0.037064339,2
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",0.730785,0.817344,53153,66336,0.0382262,3
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-9044.00,Millwrights,0.730785,0.767578,53153,69286,0.042385954,4
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-3011.00,Aircraft Mechanics and Service Technicians,0.730785,0.510469,53153,70367,0.04292703,5
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",51-8099.02,Methane/Landfill Gas Generation System Technicians,0.730785,0.916986,53153,,0.045365164,6
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,0.730785,0.883342,53153,31857,0.046332881,7
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.730785,0.669146,53153,66664,0.046460088,8
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-3043.00,Rail Car Repairers,0.730785,0.878114,53153,71989,0.048172185,9
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",51-4194.00,"Tool Grinders, Filers, and Sharpeners",0.730785,0.930342,53153,44096,0.048875398,10
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",0.730785,0.913564,53153,44096,0.049363101,11
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-9043.00,"Maintenance Workers, Machinery",0.730785,0.876318,53153,68063,0.049924178,12
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-3041.00,Farm Equipment Mechanics and Service Technicians,0.730785,0.824054,53153,66336,0.050055344,13
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-3051.00,Motorboat Mechanics and Service Technicians,0.730785,0.901905,53153,42736,0.050121341,14
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",47-2011.00,Boilermakers,0.730785,0.862831,53153,73279,0.050830761,15
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-9071.00,"Maintenance and Repair Workers, General",0.730785,0.865373,53153,42315,0.051027881,16
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-9097.00,Signal and Track Switch Repairers,0.730785,0.898599,53153,83105,0.051285178,17
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.730785,0.868506,53153,45590,0.051538902,18
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-9081.00,Wind Turbine Service Technicians,0.730785,0.874697,53153,,0.052701912,19
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-9099.01,Geothermal Technicians,0.730785,0.748506,53153,42315,0.055641081,20
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-8099.02,Methane/Landfill Gas Generation System Technicians,0.874182,0.916986,83105,,0.01536542,1
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",17-3029.10,Fuel Cell Technicians,0.874182,0.520577,83105,,0.030705364,2
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-8099.03,Biomass Plant Technicians,0.874182,0.761971,83105,90562,0.056280865,3
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-9081.00,Wind Turbine Service Technicians,0.874182,0.874697,83105,,0.05654702,4
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-2023.00,Electromechanical Equipment Assemblers,0.874182,0.929674,83105,35979,0.056976226,5
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.874182,0.699903,83105,89102,0.058575122,6
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.874182,0.669146,83105,66664,0.059195906,7
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.874182,0.8506,83105,61895,0.060223588,8
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-8013.00,Power Plant Operators,0.874182,0.811117,83105,90562,0.061616101,9
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-8099.04,Hydroelectric Plant Technicians,0.874182,0.748118,83105,,0.062957696,10
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-2031.00,Engine and Other Machine Assemblers,0.874182,0.899539,83105,57705,0.063744072,11
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-9099.01,Geothermal Technicians,0.874182,0.748506,83105,42315,0.063858473,12
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.874182,0.918053,83105,43793,0.064169684,13
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-9083.00,Ophthalmic Laboratory Technicians,0.874182,0.893983,83105,32122,0.064335707,14
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-8099.01,Biofuels Processing Technicians,0.874182,0.760243,83105,,0.064633255,15
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.874182,0.916037,83105,42253,0.064958595,16
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-9141.00,Semiconductor Processors,0.874182,0.859515,83105,32767,0.065162709,17
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2098.00,Security and Fire Alarm Systems Installers,0.874182,0.727427,83105,43630,0.065457636,18
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.874182,0.897486,83105,108635,0.065894733,19
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",51-4121.06,"Welders, Cutters, and Welder Fitters",0.874182,0.882843,83105,47478,0.065987627,20
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2091.00,Avionics Technicians,0.631853,0.686769,60038,70628,0.036929912,1
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3029.07,Mechanical Engineering Technologists,0.631853,0.6391,60038,62711,0.03765521,2
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-9062.00,Medical Equipment Repairers,0.631853,0.594236,60038,60038,0.038766888,3
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3024.00,Electro-Mechanical Technicians,0.631853,0.821672,60038,60038,0.039682997,4
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3029.04,Electronics Engineering Technologists,0.631853,0.588979,60038,60038,0.042880125,5
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3029.08,Photonics Technicians,0.631853,0.817114,60038,,0.043033007,6
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3027.01,Automotive Engineering Technicians,0.631853,0.795342,60038,,0.043057191,7
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3023.03,Electrical Engineering Technicians,0.631853,0.566094,60038,60038,0.043389385,8
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2021.01,Radio Mechanics,0.631853,0.828085,60038,43630,0.046281228,9
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",47-4021.00,Elevator Installers and Repairers,0.631853,0.57308,60038,94234,0.047699777,10
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3029.03,Electromechanical Engineering Technologists,0.631853,0.697735,60038,60038,0.050168305,11
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.631853,0.751293,60038,58171,0.050517242,12
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.631853,0.760157,60038,45064,0.050606991,13
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3024.01,Robotics Technicians,0.631853,0.601341,60038,62711,0.050919378,14
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-9041.00,Industrial Machinery Mechanics,0.631853,0.915566,60038,69286,0.051958924,15
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",47-2111.00,Electricians,0.631853,0.754425,60038,52142,0.052189185,16
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",51-8021.00,Stationary Engineers and Boiler Operators,0.631853,0.825656,60038,90562,0.052451576,17
